miRNA,normal_mean,tumor_mean,log2FC,pvalue,stat,padj
MIMAT0000755,2.6451632653061226,1.9040133333333333,-0.47431318988787297,,,
MIMAT0000756,3.6254489795918365,2.1028341597796145,-0.7858245948618157,,,
MIMAT0000757,10.915510204081633,11.230991913746632,0.041105786026481184,0.005043487505632236,-2.8042430168595613,
MIMAT0000758,1.1081187499999998,1.2983715328467154,0.22859077978620326,,,
MIMAT0000759,7.381816326530612,7.640827493261456,0.04975304795230162,0.0005356588181453165,-3.462260299895819,
MIMAT0000760,4.806775510204082,4.529078167115903,-0.0858519881761719,0.018599584755617488,2.3534604823342464,
MIMAT0000761,4.059714285714286,4.41610242587601,0.12139543688638721,0.002946293298305642,-2.973286467306554,
MIMAT0000762,3.8291224489795925,4.070733153638814,0.08827485652504685,0.12019692330496931,-1.5539475704053205,
MIMAT0000763,7.89969387755102,8.49089218328841,0.10411940515938412,0.0036573625837569225,-2.906295173981264,
MIMAT0000764,4.464530612244898,4.739698113207547,0.08628666954736808,0.03491984991702636,-2.109286609466368,
MIMAT0000765,4.525673469387756,3.0696789757412395,-0.5600447091317862,1.1802131587761608e-17,8.55485076632486,
MIMAT0000770,0.9112021276595745,0.6484492610837438,-0.49077742276061237,,,
MIMAT0000772,4.740877551020408,4.062687331536388,-0.22271979353886673,1.3291417783089345e-07,5.274781740799688,
MIMAT0000773,0.3353181818181818,0.7818442953020134,1.2213506107652985,,,
MIMAT0001080,3.467591836734694,4.5103641509433965,0.37930982448822026,0.14325104491212706,-1.4637910635002576,
MIMAT0001339,0.2364,0.35568636363636363,0.5893756296593962,,,
MIMAT0001340,6.420408163265306,6.727361185983827,0.06737570083735589,6.005600644052311e-05,-4.0125906441288075,
MIMAT0001341,9.166142857142857,6.528644204851753,-0.48953135047921625,3.489362823055278e-27,10.798746049295314,
MIMAT0001343,2.976408163265306,2.849124797843666,-0.06305356464500034,0.07810167405692377,1.7618084057697712,
MIMAT0001412,0.65655,0.7140966037735849,0.12121437212993957,,,
MIMAT0001413,3.108469387755102,3.559953908355795,0.19565419109992854,0.02118754491564473,-2.3046257077606707,
MIMAT0001536,4.304734693877551,3.242202493074793,-0.4089501275079539,,,
MIMAT0001541,0.3248857142857143,0.5225273333333333,0.6855741987599193,,,
MIMAT0001545,4.487183673469388,2.9889474393530997,-0.5861727114802178,1.1047157197673877e-21,9.566607121592787,
MIMAT0001618,1.7452510204081635,1.1760039436619718,-0.5695416567975955,,,
